question,user,category,detail1,detail2,detail3,detail4
인터넷전화결제 1년 미사용으로 이용제한이 되었는데 다시 이용하려면 어떻게 해야 하나요?,개인,전화,인터넷전화,부가서비스,인터넷전화결제,
"스팸메시지 발송제한 정책에 따라 문자메시지를 하루 500건 이상 보낼 수 없게 되어 있는데, 채팅+ 발송건수도 여기에 포함되나요?",개인,모바일,부가서비스,통화/메시지,채팅+,
PC에 “프로그램이 손상되었습니다” 라는 오류가 뜹니다. 어떻게 해야 하나요?,개인,모바일,부가서비스,안심/안전,유비키인증서,
휴대폰이 가족 명의인데 가입이 가능 한가요?,개인,모바일,부가서비스,생활편의,간편결제매니저,
저장 공간이 부족해요.,개인,모바일,부가서비스,뮤직,문자알림음,
서비스 재가입에 대한 제한은 없나요?,개인,모바일,부가서비스,통화/메시지,듀얼넘버,
실내 에어센서 하나로 집안 전체의 공기질을 측정할 수 있나요?,개인,U+스마트홈,스마트홈 기기,에어센서,,
반드시 해당 제휴카드로 자동이체 등록이 되어 있어야만 하나요?,개인,혜택,신청/변경불가,제휴카드,,
중고폰 가격 보장 프로그램에 가입했습니다. 보상받으려면 어떻게 해야 하나요?,개인,U+Shop,모바일,중고/자급제폰,,
허브는 무슨 용도인가요?,개인,U+스마트홈,스마트홈 기기,가스잠그미,,
LG U+ 스마트할인 KB국민카드로 통신비할인 서비스를 이용하고 싶은데요. 이용 불가능한 요금제가 있나요?,개인,혜택,신청/변경불가,제휴카드,스마트할인 KB국민카드,
호출어를 불러도 스마트홈 스피커가 대답하지 않습니다. 기기 문제인가요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,반품/AS,,
PASS 인증서 서비스를 해지하고 싶어요.,개인,모바일,부가서비스,안심/안전,PASS 인증서,
(사운드바) IPTV 해지 이후에 스피커 용도로 사용할 수 있나요?,개인,TV,상품안내,U+ tv Soundbar,,
휴대폰에서 고음질이 보이지 않아요.,개인,모바일,부가서비스,신규/변경불가 부가서비스,건당구매,
VR 기기가 있어야만 서비스를 이용할 수 있나요?,개인,5G,5G 부가서비스,U+VR,,
서비스 해지는 어떻게 하나요?,개인,모바일,부가서비스,안심/안전,PASS 금융사기방지,
단체 계약 할인 등 타 할인 정책과 제휴카드 할인이 중복 적용되나요?,개인,혜택,신청/변경불가,제휴카드,,
모든 기기에서 이용할 수 있는 서비스인가요?,개인,모바일,부가서비스,데이터,U+데이터충전소,
알림은 울렸는데 문자가 사라졌어요!,개인,모바일,부가서비스,생활편의,후후-유플러스,
물고기 그리기의 물고기 그림은 어디에서 내려 받나요?,개인,TV,상품안내,주요서비스,아이들나라,
모든 휴대폰에서 이용할 수 있나요?,개인,모바일,부가서비스,생활편의,Paynow,
"'(구)U+영화월정액' 이용 중인데 새로 출시한 'U+영화월정액 베이직', 'U+영화월정액 프리미엄'을 가입하려면 어떻게 해야 하나요?",개인,모바일,부가서비스,영상,U+ 영화월정액,
인사말 통화연결음 서비스란?,개인,모바일,부가서비스,뮤직,인사말 통화연결음,
앱 화면에 '스피커의 네트워크 연결 상태를 확인해 주세요'라는 팝업이 뜹니다.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,쇼핑,,
가족카드의 경우 어떻게 적용되나요?,개인,혜택,신청/변경불가,제휴카드,스마트세이브 롯데카드,
U+tv 가족방송에서 사용할 수 있는 기능은 어떤 게 있나요?,개인,TV,상품안내,주요서비스,가족방송,
정보를 올바르게 입력했는데도 본인 확인이 되지 않습니다.,개인,모바일,부가서비스,안심/안전,휴대폰 본인확인,
MP3를 다운받았는데 1분밖에 재생이 되지 않아요.,개인,전화,인터넷전화,부가서비스,뮤직벨링070,
커버리지 맵은 어떤 기준으로 만들어졌나요?,개인,서비스안내,통화품질,,,
단체 계약 할인 등 타 할인 정책과 제휴카드 할인이 중복 적용되나요?,개인,혜택,신청/변경불가,제휴카드,,
U+멤버스는 LG유플러스 고객만 사용할 수 있나요?,개인,모바일,부가서비스,생활편의,U+멤버스,
법인폰 관리 업무를 담당하는 담당자가 변경되었다면 어떻게 하나요?,개인,모바일,부가서비스,안심/안전,휴대폰 본인확인,
LTE표준 요금제 고객도 가입할 수 있나요?,개인,모바일,부가서비스,데이터,영상 뮤직 알찬패키지,
가스잠그미를 켜놓았는데 자꾸 꺼집니다.,개인,U+스마트홈,스마트홈 기기,가스잠그미,,
알뜰폰 고객도 이용할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 인증서,
데이터 2배 무약정 프로그램은 어떻게 가입할 수 있나요?,개인,모바일,요금제,데이터혜택,,
첫 단말기 할부금이 나오는 시점이 정확히 언제인가요?,개인,혜택,제휴카드로 할인,,,
첫 단말기 할부금이 나오는 시점이 정확히 언제인가요?,개인,혜택,제휴카드로 할인,,,
영상전화 월정액 상품 가입 및 해지 제한이 있나요?,개인,모바일,부가서비스,통화/메시지,영상전화,
원넘버 서비스를 해지하고 싶어요.,개인,모바일,부가서비스,통화/메시지,원넘버,
커버리지 맵에 표시되지 않은 지역은 정말 통화가 안되나요?,개인,서비스안내,통화품질,,,
"외국인, 법인 고객도 가입 가능한가요?",개인,모바일,부가서비스,뮤직,지니뮤직 마음껏 듣기_멤버십,
네이버에서 구매한 클로바 프렌즈+와 U+스마트홈 우리집AI는 같나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스피커 연결방법,,
메시지가 나타납니다.,개인,모바일,부가서비스,안심/안전,U+가족지킴이,
"애플(iOS)기기로 등록할 때, 필요한 와이파이 비밀번호는 어떻게 되나요?",개인,U+스마트홈,스마트홈 기기,조명,,
U+스마트홈 서비스를 이용하기 위해서 꼭 유료 가입을 해야 하나요?,개인,U+스마트홈,스마트홈 기기,에어컨,LG 에어컨 with U+스마트홈,
"요금할인 금액은 ‘일’수로 계산되나요, ‘박’수로 계산되나요?",개인,혜택,제휴 우대 혜택,Booking.com(호텔예약),,
동시에 여러 명 이용이 가능한가요?,개인,U+스마트홈,U+스마트홈 서비스,부모안심(부모님댁 살펴보기),,
앱 화면에서 기기 상태가 '연결끊김'이나 '오류' 표시로 보여요.,개인,U+스마트홈,스마트홈 기기,온도조절기,하니웰 온도조절기 with U+스마트홈,
컨텐츠 데이터 Free는 어떻게 구입이 가능한가요?,개인,모바일,부가서비스,데이터,데이터 안심옵션,
전월 산정 기준이 어떻게 되나요?,개인,혜택,제휴카드로 할인,자동이체,LG U+ SMART10 신한카드,
할인 지원 대상과 혜택을 알려 주세요.,개인,모바일,부가서비스,데이터,EBS 데이터 안심옵션_청소년,
LTE환경에서만 쓸 수 있나요?,개인,TV,상품안내,주요서비스,가족방송,
클로바AI스피커가 작동하지 않아요.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,동영상 가이드,,
할인은 언제부터 적용되나요?,개인,결합 할인,유무선 결합,참 쉬운 케이블 가족 결합,,
서비스를 사용할 수 있는 휴대폰 기종이 궁금해요.,개인,U+스마트홈,스마트홈 기기,가스잠그미,,
스타일러스 펜의 펜꽂이도 함께 증정되나요?,개인,전화,U+홈보이,,,
"1개의 카드로 2개의 회선에 자동이체 시, 할인 적용은 어떻게 되나요?",개인,혜택,신청/변경불가,제휴카드,LG U+ 빅팟 PLUS 카드,
알짜정액존 해지는 어떻게 하나요?,개인,모바일,부가서비스,데이터,알짜정액존,
국제Free 가입 후 국제전화를 전혀 이용하지 않은 경우에도 월정액 이용료가 부과되나요?,개인,모바일,부가서비스,통화/메시지,국제Free,
12개월 뒤 중고폰 반납 시 반납등급을 Fail받으면 어떡하죠?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_iPhone클럽,,
스마트인증 암호의 입력오류 초과제한이 있나요?,개인,모바일,부가서비스,안심/안전,스마트공동인증(드림시큐리티),
가끔 이상하게 번호가 표시되는 경우가 있는데 왜 그런가요?,개인,모바일,부가서비스,통화/메시지,발신번호표시,
"18개월 동안 이용료를 납부하면, 이후 기기 변경 시 보상받을 수 있나요?",개인,혜택,휴대폰 살때 할인,중고폰 가격보장 프로그램_Note9_18개월,,
중고폰 가격보장 프로그램_R클럽은 언제든지 가입할 수 있나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_R클럽,,
"100만원을 무이자할부로 2개월 했을 경우, 매월 50만원 이용실적으로 산정되나요?",개인,혜택,신청/변경불가,제휴카드,LG U+ 현대카드 MY BUSINESS,
주차 중 사고에 대한 문자가 너무 빈번한데 문자 안오게 설정할 수 있나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,U+ LTE블랙박스,
뮤직벨링070 앱에서 사용 가능한 서비스는 무엇이 있나요?,개인,전화,인터넷전화,부가서비스,뮤직벨링070,
개통 후 다른 스마트홈 기기로 교환할 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
EBS 데이터 안심옵션_청소년 서비스는 무엇인가요?,개인,모바일,부가서비스,데이터,EBS 데이터 안심옵션_청소년,
Paynow(페이나우) 서비스는 어디서 사용할 수 있나요?,개인,모바일,부가서비스,생활편의,Paynow,
첫 단말기 할부금이 나오는 시점이 정확히 언제인가요?,개인,혜택,제휴카드로 할인,휴대폰 구매 할인,LG U+ 라서 The 즐거운 우리카드,
서비스 가입 및 문의는 어떻게 해야 하나요?,개인,모바일,단말기(휴대폰),맘대로 폰교체,,
스피커 램프만 깜빡이고 소리가 나지 않아요.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스피커 오류 및 해결방법,,
기기 설치 후 해지 또는 반품을 신청할 수 있나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,가입/설치/변경/해지,,
택배사는 어디인가요?,개인,U+Shop,모바일,개통/배송,,
휴대폰을 분실했을 경우 어떻게 해야 하나요?,개인,모바일,부가서비스,생활편의,원키퍼,보안
"패키지 요금제가 아닌 다른 요금제를 사용 중인데, 기기를 추가해서 사용할 수 있나요?",개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
패키지 요금제에 구성된 기기를 변경할 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
기기차단은 어떻게 삭제하나요?,개인,모바일,부가서비스,생활편의,후후-유플러스,
본인인증은 왜 하나요?,개인,U+Shop,모바일,가입/신청서,,
"체납 고객의 경우, 해외에서 SIM로밍을 사용 할 수 있나요?",개인,해외로밍,서비스안내,,,
"유료회원 가입하면, 어떤 서비스를 이용할 수 있나요?",개인,모바일,부가서비스,생활편의,PASS스탁,
애플(iOS)에서 신일 선풍기 with U+스마트홈을 등록할 때 필요한 와이파이 비밀번호는 무엇인가요?,개인,U+스마트홈,스마트홈 기기,선풍기 써큘레이터,신일 선풍기 with U+스마트홈,
서비스 이용료는 어떻게 되나요?,개인,모바일,부가서비스,통화/메시지,번호변경안내(유료),
서비스 이용이 가능한 단말기 종류는 무엇인가요?,개인,모바일,부가서비스,안심/안전,스마트공동인증(드림시큐리티),
"인증서를 휴대폰에 저장하거나, 인증서 로그인 할 때 꼭 PUSH로 연결해야 하나요?",개인,모바일,부가서비스,안심/안전,스마트공동인증(드림시큐리티),
"인증서를 휴대폰에 저장하거나, 인증서 로그인 할 때 꼭 PUSH로 연결해야 하나요?",개인,모바일,부가서비스,안심/안전,스마트공동인증(드림시큐리티),
하이세이브 서비스를 이용하고 싶은데요. 이용 불가능한 요금제가 있나요?,개인,혜택,신청/변경불가,제휴카드,하이세이브 신한카드,
가족 대표자를 변경할 수 있나요?,개인,결합 할인,유무선 결합,참 쉬운 케이블 가족 결합,,
전월 실적에서 제외되는 것은 어떤 항목이 있나요?,개인,혜택,제휴카드로 할인,자동이체,LG U+ SMART10 신한카드,
U+가족지킴이 서비스는 어떻게 해지할 수 있나요?,개인,모바일,부가서비스,안심/안전,U+가족지킴이,
"SKT, KT 등 다른 통신사 고객도 이용할 수 있나요?",개인,5G,5G 부가서비스,U+VR,,
1인 지정할인의 총 할인금액은 인터넷 할인금액도 포함되나요?,개인,결합 할인,유무선 결합,참 쉬운 가족 결합,,
"카드발급 시, 소요기간은 어떻게 되나요?",개인,혜택,신청/변경불가,제휴카드,U+ 현대카드 M Edition2,
휴대폰 저장공간이 부족한데 콘텐츠를 외장하드에 저장할 수 있나요?,개인,모바일,부가서비스,영상,U+모바일tv,
미성년자도 가입이 가능한가요?,개인,모바일,부가서비스,안심/안전,로그인플러스,
휴대폰 번호이동을 하였습니다. 저장된 인증서는 어떻게 하나요?,개인,모바일,부가서비스,안심/안전,스마트공동인증(드림시큐리티),
"앱에 원격 차단, 오류 발생, 연결 끊김이라고 보이면 어떻게 해야 하나요?",개인,U+스마트홈,스마트홈 기기,공기청정기,삼성 공기청정기 with U+스마트홈,
"사진, 영상, 주소록, 문자메시지 등 원하는 휴대폰 정보만 골라서 자동백업할 수 있나요?",개인,모바일,부가서비스,생활편의,안심폰백업,
중고폰 가격보장 프로그램_S8의 보상 기준 중 ‘18개월 이후 기변 시’에서 18개월에 일시 정지기간은 제외되나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_S8,,
서비스 이용요금은 어떻게 청구되나요?,개인,모바일,부가서비스,생활편의,주식투자노트,
LG U+ 휴대폰스폰서 신한카드 통신비할인 서비스는 신규 가입 고객만 가능한가요?,개인,혜택,신청/변경불가,제휴카드,LG U+ 휴대폰스폰서 신한카드,
"휴대폰에서 'U+모바일tv' 월정액을 가입했는데, 태블릿에서도 이용할 수 있나요?",개인,모바일,부가서비스,영상,U+모바일tv,
외출했을때 댁내 인터넷전화로 걸려오는 전화를 받을 수 있나요?,개인,전화,인터넷전화,부가서비스,통화편의서비스,
GeForce NOW는 어떤 서비스인가요?,개인,5G,5G 부가서비스,GeForce NOW,,
군 후불서비스로 국제전화 사용이 가능한가요?,개인,전화,후불카드,,,
U+ 인터넷전화결제 서비스는 안전한가요?,개인,전화,인터넷전화,부가서비스,인터넷전화결제,
제휴카드로 통신요금 자동이체를 하고 싶어요.,개인,혜택,제휴카드로 할인,휴대폰 구매 할인,LG U+ 삼성카드2 V2,
사업자 명의로 가입한 휴대폰으로도 이용할 수 있나요?,개인,5G,5G 부가서비스,GeForce NOW,,
PC에서도 이용하려면 어떻게 해야 하나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,LTE 청소년에듀,
약정 기간 안에 홈서비스를 해지하는 경우 스마트홈 스피커는 반납해야 하나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,가입/설치/변경/해지,,
"iOS 업그레이드 할 경우, 아이폰 내 저장된 인증서를 그대로 사용할 수 있나요?",개인,모바일,부가서비스,안심/안전,스마트공동인증(드림시큐리티),
MyOTP 실행 시 데이터 통화료가 발생하나요?,개인,모바일,부가서비스,안심/안전,MyOTP,
플라스틱 카드와 모바일 카드 중복 소지 가능한가요? 자동이체 연결도 각각 연결이 가능한가요??,개인,혜택,신청/변경불가,제휴카드,SMART9 신한 빅플러스 카드,
게이트맨이 고장 나면 어디에 연락을 해야 하나요?,개인,U+스마트홈,스마트홈 기기,도어락,게이트맨 도어락,
U+스마트홈 앱에 기기상태가 '연결 끊김'으로 나타나요.,개인,U+스마트홈,스마트홈 기기,선풍기 써큘레이터,신일 써큘레이터 with U+스마트홈,
단말기 결제 형 카드로 이용하려고 하면 어떻게 해야 하나요?,개인,혜택,제휴카드로 할인,휴대폰 구매 할인,LG U+ 라서 The 즐거운 우리카드,
만료 전 안내 문자메시지 발송이 되나요?,개인,모바일,부가서비스,통화/메시지,번호변경안내(무료),
연산암호를 분실했습니다.,개인,모바일,부가서비스,안심/안전,로그인플러스,
문자알림음 이용료는 어떻게 되나요?,개인,모바일,부가서비스,뮤직,문자알림음,
3G폰에서도 서비스 이용이 가능한가요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,U+ LTE블랙박스,
USIM 스마트인증 이용 중 문의가 있을 때에는 어떻게 하나요?,개인,모바일,부가서비스,안심/안전,USIM 스마트인증(라온시큐어),
홈서비스를 해지해도 스마트홈 스피커를 사용할 수 있나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,가입/설치/변경/해지,,
가입안내문자를 여러 번 수신해도 문제가 없나요?,개인,모바일,부가서비스,안심/안전,로그인플러스,
벨/통화연결음/mp3 음원의 미리듣기가 제공되나요?,개인,전화,인터넷전화,부가서비스,뮤직벨링070,
로그인이력보기는 무엇인가요?,개인,모바일,부가서비스,안심/안전,로그인플러스,
액션캠을 해외에서도 사용할 수 있나요?,개인,모바일,단말기(휴대폰),,,
보호대상의 현재 위치를 어떻게 확인할 수 있나요?,개인,모바일,부가서비스,안심/안전,U+가족지킴이,
벨/통화연결음/mp3 음원의 미리듣기가 제공되나요?,개인,전화,인터넷전화,부가서비스,뮤직벨링070,
로그인이력보기는 무엇인가요?,개인,모바일,부가서비스,안심/안전,로그인플러스,
하이세이브 서비스를 이용한 경우 가입 축하 포인트 2만점은 언제 적립 되나요?,개인,혜택,신청/변경불가,제휴카드,하이세이브 신한카드,
다른 통신사의 와이파이 공유기와 스마트홈 스피커를 연결할 수 없나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스피커 연결방법,,
제휴카드 신청은 어떻게 하나요?,개인,혜택,제휴카드로 할인,휴대폰 구매 할인,LG U+ 삼성카드2 V2,
지포스나우 프리미엄을 해지하고 싶어요. 어떻게 해지하면 되나요?,개인,5G,5G 부가서비스,GeForce NOW,,
스마트홈 스피커 업데이트는 어떻게 하나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스피커 이용방법,,
U+tv 프로그램의 어떤 정보를 알 수 있나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,지식검색,,
스마트홈 스피커 업데이트는 어떻게 하나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스피커 이용방법,,
U+tv 프로그램의 어떤 정보를 알 수 있나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,지식검색,,
중고폰 가격보장 프로그램_Note8 갤럭시클럽 가입 시 선택약정 가입이 필수인가요?,개인,혜택,휴대폰 살때 할인,중고폰 가격보장 프로그램_Note8 갤럭시클럽,,
휴대폰에서 원키퍼 아이콘을 찾을 수가 없습니다. 어떻게 찾나요?,개인,모바일,부가서비스,생활편의,원키퍼,기타
Paynow(페이나우)는 회원 아이디가 없나요?,개인,모바일,부가서비스,생활편의,Paynow,
스피커를 사용하려면 꼭 U+tv와 연결해야 하나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,U+tv,,
전월 카드 사용 금액 기준은 무엇인가요?,개인,혜택,제휴카드로 할인,휴대폰 구매 할인,NH올원 LG U+ 카드,
동작감지센서가 제대로 작동하지 않아요.,개인,U+스마트홈,스마트홈 기기,동작감지센서,,
‘듀얼넘버’ 서비스 이용이 되지않아요.,개인,모바일,부가서비스,통화/메시지,듀얼넘버,
지포스나우 프리미엄은 어디에서 가입할 수 있나요?,개인,5G,5G 부가서비스,GeForce NOW,,
핸드폰에 U+Navi LTE가 설치되어 있고 사용 불가라고 나옵니다.,개인,모바일,부가서비스,생활편의,원내비,
‘듀얼넘버’ 서비스 이용이 되지않아요.,개인,모바일,부가서비스,통화/메시지,듀얼넘버,
지포스나우 프리미엄은 어디에서 가입할 수 있나요?,개인,5G,5G 부가서비스,GeForce NOW,,
월정액 요금은 가입자에게 청구되나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,지니뮤직 마음껏 듣기(모바일) 2인 이용권_멤버십,
제휴카드 신청은 어떻게 하나요?,개인,혜택,신청/변경불가,제휴카드,현대카드M Edition2(라이트할부형),
"음악 청취 시 네이버뮤직이 아닌 바이브, 지니뮤직, 벅스를 이용할 수 있나요?",개인,TV,상품안내,주요서비스,AI 오디오,
"MP3 다운로드는 되는데 벨소리, 통화연결음은 설정할 수가 없다고 나옵니다.",개인,모바일,부가서비스,뮤직,뮤직벨링 앱,
U+멤버스 앱의 주요 기능은 무엇인가요?,개인,모바일,부가서비스,생활편의,U+멤버스,
명의변경 시 클럽이 승계되나요?,개인,혜택,휴대폰 살때 할인,중고폰 가격보장 프로그램_Note8 갤럭시클럽,,
포인트 연계 할부서비스(폰세이브) 혜택을 받기 위해서 통신료 자동이체는 필수인가요?,개인,혜택,신청/변경불가,제휴카드,LG U+ 삼성카드2,
법인폰(법인 명의)도 U+Shop에서 개통할 수 있나요?,개인,U+Shop,모바일,가입/신청서,,
통화연결음+매달1곡은 어떤 서비스인가요?,개인,모바일,부가서비스,뮤직,통화연결음+매달1곡,
가입한 통신사에 상관없이 이용할 수 있나요?,개인,모바일,부가서비스,생활편의,Paynow,
LG U+ 스마트굿세이브KB국민카드로 스마트 할부 서비스는 적립 포인트 한도가 없나요?,개인,혜택,신청/변경불가,제휴카드,스마트굿세이브 KB국민카드,
일시정지 시에도 중고폰 가격보장 프로그램_R클럽2 청구되나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_R클럽2,,
기존 휴대폰스폰서나 인터넷 제휴카드를 가지고 계신 고객님도 스마트9을 발급 받기를 원하시면 가능한가요?,개인,혜택,신청/변경불가,제휴카드,SMART9 신한 빅플러스 카드,
지니 뮤직 자체 상품에 가입 중입니다. 추가 가입이 가능한가요?,개인,모바일,부가서비스,뮤직,뮤직 벨링,
이용권 받는 사람을 변경할 수 있나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,지니뮤직 마음껏 듣기(모바일) 2인 이용권_멤버십,
신일 선풍기 with U+스마트홈의 와이파이 설정을 초기화하려면 어떻게 해야 하나요?,개인,U+스마트홈,스마트홈 기기,선풍기 써큘레이터,신일 선풍기 with U+스마트홈,
추후 서비스 재가입은 어디서 하나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,U+ LTE블랙박스,
품질 보증 기간은 어떻게 되나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,반품/AS,,
다른 가족 구성원과 같이 U+스마트홈 앱을 사용할 수 있나요?,개인,U+스마트홈,스마트홈 기기,비데,,
가스잠그미 기기에서 버튼이 잘 눌러지지 않아요.,개인,U+스마트홈,스마트홈 기기,가스잠그미,,
U+ 보관함을 더 이상 이용하고 싶지 않을 때는 어떻게 하면 되나요?,개인,모바일,부가서비스,생활편의,U+ 보관함,
무제한 통화연결음 가입 후 모든 서비스가 이용 가능한가요?,개인,모바일,부가서비스,뮤직,무제한 통화연결음,
구매 후 다른 모델로 변경할 수 있나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,가입/설치/변경/해지,,
전기료미터의 전기사용량이 실제 고지서와 다릅니다.,개인,U+스마트홈,스마트홈 기기,전기료미터,,
스마트홈 스피커가 말을 잘 인식하지 못해요.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스피커 오류 및 해결방법,,
지포스나우를 무료로 이용할 수 있나요?,개인,5G,5G 부가서비스,GeForce NOW,,
전월 카드 사용 금액 기준은 무엇인가요?,개인,혜택,제휴카드로 할인,,,
PC에서 “휴대폰 접속에 실패하였습니다. 처음부터 다시 접속하세요.” 라는 메시지가 나타날 경우에는 어떻게 해야 하나요?,개인,모바일,부가서비스,안심/안전,유비키인증서,
체크카드 발급을 위해서는 꼭 우리은행 계좌만 있어야 하나요?,개인,혜택,제휴카드로 할인,체크카드,LG U+ 라서 즐거운 체크카드,
"정보이용료가 50만원을 넘어 060발신을 차단한다는 안내 문자메시지를 받았는데, 실제 청구 금액은 50만원보다 더 많이 청구되었어요.",개인,모바일,부가서비스,통화/메시지,060한도차단,
제휴카드로 통신요금 자동이체를 하고 싶어요.,개인,혜택,제휴카드로 할인,휴대폰 구매 할인,LG U+ 라서 The 즐거운 우리카드,
정보가 불일치하다고 나오면서 본인확인이 되지 않습니다.,개인,모바일,부가서비스,안심/안전,휴대폰 본인확인,
제휴된 신용카드를 해지하면 포인트를 사용할 수 없나요?,개인,TV,상품안내,U+ tv,,
A/S 접수 후 수리 기간은 얼마나 걸리나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,반품/AS,,
"이용요금은 24개월 동안 납부하면, 24~35개월 사이 기기변경 시 보상받을 수 있나요?",개인,혜택,휴대폰 살때 할인,중고폰 가격보장 프로그램_V40_24개월,,
간편결제매니저는 모든 휴대폰에서 이용이 가능 한가요?,개인,모바일,부가서비스,생활편의,간편결제매니저,
EBS 데이터 안심옵션_청소년 서비스에 가입한 뒤 EBS 교육 콘텐츠를 어떻게 이용하면 되나요?,개인,모바일,부가서비스,데이터,EBS 데이터 안심옵션_청소년,
5G가 지원되지 않는 곳에서는 어떻게 이용하나요?,개인,5G,5G 부가서비스,U+AR,,
이용요금은 얼마인가요?,개인,모바일,단말기(휴대폰),맘대로 폰교체,,
U+모바일tv_기본 월정액 외에 다른 부가서비스 상품은 어디서 볼 수 있나요?,개인,모바일,부가서비스,영상,U+모바일tv,
법인 폰으로 Paynow(페이나우)를 이용할 수 있나요?,개인,모바일,부가서비스,생활편의,Paynow,
미로 가습기 with U+스마트홈 고장이 나면 어디로 연락하나요?,개인,U+스마트홈,스마트홈 기기,가습기,,
U+스마트홈 서비스와 연결 가능한 LG 에어컨 with U+스마트홈은 어떤 모델들이 있나요?,개인,U+스마트홈,스마트홈 기기,에어컨,LG 에어컨 with U+스마트홈,
"제가 가입한적이 없는 것 같은데, 어떻게 가입이 되었죠?",개인,모바일,부가서비스,안심/안전,모바일안전결제(ISP),
알짜정액존은 어떤 혜택이 있나요?,개인,모바일,부가서비스,데이터,알짜정액존,
"SKT, KT 등 다른 통신사 고객도 이용할 수 있나요?",개인,5G,5G 부가서비스,U+AR,,
휴대폰이 가족명의인데 가입이 가능한가요?,개인,모바일,부가서비스,생활편의,주식투자노트,
미노출 대상 관리는 몇 개 까지 설정할 수 있나요?,개인,모바일,부가서비스,통화/메시지,콜메시지,
웅진북클럽TV는 무료로 이용할 수 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
"가입 체계가 U+ID로 바뀌었는데, 구 ID로도 서비스 이용이 가능한가요?",개인,모바일,부가서비스,신규/변경불가 부가서비스,U+ LTE블랙박스,
해외에서 사용할 경우에도 할인시간대 적용이 되나요?,개인,전화,선불카드,,,
"인터넷 3년 약정이 아닌 경우, 알뜰폰 결합에 따른 U+모바일 할인액(알뜰폰 1회선당 440원)은 어떻게 되나요?",개인,결합 할인,유무선 결합,참 쉬운 가족 결합,,
기기 위쪽의 전원버튼을 2초 이상 눌렀는데도 전원이 꺼지지 않아요.,개인,U+스마트홈,스마트홈 기기,에어센서,,
소호링 서비스 가입했는데 광고/홍보 멘트는 어디에 제작요청을 해야 하나요?,개인,모바일,부가서비스,뮤직,소호링,
게임은 어떻게 실행하면 되나요?,개인,인터넷,부가서비스,GeForce NOW,,
‘휴대폰 분실 파손 보험’ 또는 ‘중고폰 가격 보장 프로그램’과 어떤 차이가 있나요?,개인,모바일,단말기(휴대폰),맘대로 폰교체,,
아이폰에서 연결할 수 있는 스마트홈 스피커 목록이 안 보여요.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스피커 연결방법,,
할부 판매 내역이 없어도 중고폰 가격보장 프로그램_iPhone클럽 가입이 가능한가요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_iPhone클럽,,
가입 시 워치로 인증 문자메시지를 받을 수 없습니다. 어떻게 해야 하나요?,개인,모바일,부가서비스,통화/메시지,원넘버,
알뜰폰 회선을 정지/해지했어요. 할인액은 어떻게 되나요?,개인,결합 할인,유무선 결합,참 쉬운 가족 결합,,
기타 문의사항이 있습니다.,개인,모바일,부가서비스,생활편의,주식투자노트,
제휴카드 신청은 어떻게 하나요?,개인,혜택,신청/변경불가,제휴카드,현대카드M Edition2(라이트할부2.0),
임대폰을 쓰면 클럽이 해지되나요?,개인,혜택,휴대폰 살때 할인,중고폰 가격보장 프로그램_Note8 갤럭시클럽,,
단체 계약 할인 등 타 할인 정책과 제휴카드 할인이 중복 적용되나요?,개인,혜택,신청/변경불가,제휴카드,,
