date,text,label,클러스터 이름
2018년 5월 11일,로그인은 되야 뭘하던하지 에휴 정말 욕나오네요,0,로그인 오류
2018년 4월 22일,"별 한개도 아까움, 왜 로긴창에 생년월일이 입력조차 안되나요??",0,로그인 오류
2018년 6월 10일,서비스 이용이 원활하지 않다면서 로그인이 안돼요 왜이러죠,0,로그인 오류
2018년 6월 6일,갑자기 내 음악 기본 어플이랑 여러 가지 음악앱 삭제는 왜 했냐?머가리 없음?,0,접속 오류
2018년 5월 12일,하나카드를 하나카드를사용하는데요금이 ㅑ비싼지요,0,요금 및 납부
2018년 6월 29일,할부금납부가 완료됬는데 요금이 할부금 요금 포함해서 나와요,0,요금 및 납부
2018년 6월 20일,로그인 부터가 안되는 갓 어플,0,로그인 오류
2018년 4월 21일,아예 실행이.안되네요 심지어 다시 깔아도요 갤럭시s9+입니다,0,기타
2018년 5월 15일,로그인조차 안됨 어쩌라는것,0,로그인 오류
2018년 5월 2일,LG는 무엇하나 잘 하는게 없네.. 심지어 통신사앱도 못만들고,0,기타
2018년 6월 1일,좋은데 한가지하쉬운건 위젯에서도 선물받은 데이터량도 함께표시되었으면 좋겠습니다! 타통신사 위젯처럼요!,0,로그인 오류
2018년 4월 27일,86%멈추냐 이따구로 일하고 돈벌어먹겠다고 참,0,기타
2018년 5월 30일,먼접속이 되야하지,0,접속 오류
2018년 4월 23일,로그인이 왜 안되나요,0,로그인 오류
2018년 6월 23일,서비스 연결이 안됨,0,기타
2018년 5월 15일,로그인 막혀있음 최악!!!,0,로그인 오류
2018년 6월 28일,납부요금 업뎃 잘안되네요 진짜극혐임,0,요금 및 납부
2018년 4월 25일,렉이 너무 자주 걸리네요...,0,기타
2018년 5월 6일,로그인만 되면 쓸 만한 어플.,0,로그인 오류
2018년 4월 19일,인터넷가입조회는 어디서하는거임??,0,접속 오류
2018년 6월 9일,간편로그인이 안돼여,0,로그인 오류
2018년 6월 30일,업데이트를 했는데 아이디가 사라져 있네요: ;:;;,0,배터리 소모
2018년 5월 9일,This app isn't able to be logged on.,0,기타
2018년 5월 24일,똑바로 해라!,0,기타
2018년 6월 29일,쓸대없니보내지마시요.,0,기타
2018년 6월 7일,이거 이건 정말 아니다,0,기타
2018년 5월 13일,로그인이 안되네요,0,로그인 오류
2018년 6월 21일,어플같은 똥,0,기타
2018년 4월 26일,로그인이 안됨,0,로그인 오류
2018년 5월 8일,몇달째 로그인이 안됨..,0,로그인 오류
2018년 6월 1일,첫화면에서 안넘어가고 계속 로딩만 되는데요......,0,로딩 속도
2018년 6월 3일,잘좀만들어라,0,기타
2018년 4월 10일,내가 고객인데 멤버쉽 인증이 안된다..? 업데이트 이 후 VVIP 해택 도 못 누렸네요 비싼 요금 내면서 인증이 안되는게 말이 되나요? 그것도 그런데 공지도 없이 VVIP요금 쓰는 기존 유저들 공지 없이 월 1회? 이번 계기로 통신사 변경 합니다^^,0,요금 및 납부
2018년 4월 6일,자꾸 앱이 종료되다고 뜹니다. S9플러스 데이터 주기 1분 딜레이는 너무 속 보이네요. 이러면 엘지 폰도 알 팔리고 유플은 만년 꼴지합니다. 마켓쉐어가 작으면 서비스라도 좋아야죠. 꼼수는 쓰지 맙시다.,0,기타
2018년 4월 1일,"데이터선물하기를 왜 1분 딜레이걸어둠? 가족한테 선물하는건데 한번보내고 1분대기 또보내고 1분대기 장난하나, 고객이 아닌 자사 이익만 챙기는 유뿔라스",0,로그인 오류
2018년 4월 8일,"데이터 주고 나서 1분대기를 왜 시킨거임? 아니면 한번에 보낼때 3,4GB해주던지 고작 1기가 보내고 1분을 기다려야함? 얼른 다시 고치세요",0,기타
2018년 4월 4일,"인천뿐만아니라 서울지하철 1호선에서도 와이파이가 안되는 기이한현상, 그러면서 요금제 혜택도 없고. 사회적이미지만좋으면뭐합니까 쓰기가 너무불편하고 후회됩니다 전 다시 갈아타렵니다",0,요금제
2018년 4월 6일,앱을 자꾸 종료한다고 알람뜨시네요 실행을 한적도 없는데 말이죠.... 이러면 유플 쓰기 싫어져여... 그리고 원래 오래쓰면 등급이 올라가는 시스템 아닌가요?? 요금제 작은거 쓰면 실버고 높은거 쓰면 골드고 이익을 위한 유플 정말 쓰기 싫어지네요.... 이러니깐 고객들이 안오는 거에요,0,기타
2018년 4월 12일,"배터리는 왜이리 많이 쳐먹는지? 다른 통신사 데이터 통화 잔량 위젯 다 서비스 하고 몇년 뒤늦게 만든거 보면 이런 쪽에 얼마나 신경 안쓰는 회사란 걸 충분히 알 수 있으나, 그래도 참 후지네.",0,로그인 오류
2018년 4월 2일,어플 업데이트 후 로그인 로딩에 매번 5분 이상 소요. 또 에러 메시지까지 수시로 뜨는 중. 사용 폰 기종은 Q8,0,로딩 속도
2018년 4월 5일,사람들리뷰 가관이넼ㅋㅋㅋ u+ 야 뭐하냐 가전제품 잘만들어 돈떼먹으면다냐~? 장기전으로 가려면 자잘한것도 잘해야지ㅋㅋ,0,기타
2018년 4월 11일,유플러스 앱이 종료됐다고 하루에 한 3번씩은 계속 노티가 뜹니다. 해결 부탁드립니다,0,로딩 속도
2018년 4월 19일,데이터주고나서 왜 1분 대기해야하나요?가족요금제 속도용량제한없는88000고가요금제쓰는데 40G제공되는거 매달1일 가족들인테 최대1G라 40번 보내는것도 막노동인데.. 1G보내고 1분대기라 진심 답없다..가족인테 한번보낼때 5G정도는 되면 1분기다리겟는데 이건 대놓고 못쓰게할려고하네요? 개선은커녕 더 보내기힘들게하네.. 제발 원상복구하세요 유플러스만 가족끼리 40년가까이쓰는데 이건진짜노답 ..,0,요금제
2018년 4월 12일,고객센터앱이 중지되었다는 창이 하루에 몇번씩 너무 자주 뜨는데 어떻게 해야하나요?,0,접속 오류
2018년 4월 11일,밧데리완충후20프로남을때까지~ 6분사용한앱이 22프로밧데리사용이말이되냐~,0,기타
2018년 4월 1일,아주그냥 어떻게 하며 불편해할까 하면서 연구해서 만든는거같다....,0,기타
2018년 4월 4일,지금 왜 작동이 안되는 것이냐! *o* 이딴 대응이나 빨리 해줘!,0,기타
2018년 4월 5일,갤럭시s9 에서 배터리 사용 과도하게 체크됩니다 확인해주세요,0,배터리 소모
2018년 4월 16일,왜와이파이로다른사이트는접속이다되는데이것만접속이안되나요?lte로만접속이되는이유를모르겠네요,0,접속 오류
2018년 4월 14일,[서비스 이용이 원활하지 않습니다] 라고 나오면서 접속이 안 되요 이번에 가족들 3대 가입해서 고객센터 접속할려고 하는데 3대 다 동일한 문제로 연결이 안 됩니다 빨리 조치 바랍니다,0,접속 오류
2018년 4월 18일,그럴싸하게 만들면 뭐하냐 고객유치도 못할 운영 하면서 별 반개 없는게 원통하다,0,기타
2018년 4월 1일,Lg 모바일 사업 안하나요? 스마트폰도 그렇고 통신도 그렇고 먼가 발전이 없고 퇴화함..,0,기타
2018년 4월 11일,미납요금을내고 미납요금이없는데 자꾸미납요금현황이떠요...앱을삭제했다가다시깔아도그렇고 제발없애주세요ㅠㅠ,0,요금 및 납부
2018년 4월 13일,어느날부터 배터리 소모내역에서 항상 1위찍던데 켜두지도 않았는데 왜 그런지 몰겠음,0,배터리 소모
2018년 4월 10일,"다른 앱 사용 도중에 자꾸 ""U+ 고객센터"" 앱이 종료됐다고 뜹니다. 한 두번도 아니고 짜증나네요.",0,로딩 속도
2018년 4월 3일,이번 업데이트후에 보니 배터리 사용량이 엄청 많네요!! 사용기종은 V10입니다. 확인부탁드립니다.,0,배터리 소모
2018년 4월 4일,업데이트되고 저절로 구동되어 배터리를 계속 소모시켜요 배터리 잡아먹는 악성앱,0,배터리 소모
2018년 4월 14일,서비스 이용이 원활하지 않습니다 라고 나오면서 연결이 안 되요 우리집 3대 사용하는데 3대 모두 연결이 안 되요 답답해요 빨리 해결해주세요,0,기타
2018년 4월 8일,뭔데 자꾸 실행이 종료되었다고 하는지 원,0,기타
2018년 4월 18일,앱을 열지도 않았는데 자꾸 닫기떠요 짜증나요 빨리 개선시켜주세요,0,기타
2018년 4월 23일,lg 는 두번 다시 안 쓰는게 맞음 최악임 해지 하는데 2틀 걸리고 무슨 장난하나 무슨 사람 괴롭히냐 전화통화 하면 해지는 안해주고 좋은게 있다고 가입 해라고 하고 시간 끌고 상담원은 머그리 게속 넘어가냐 상담원만 3명이랑 통화하고 시간만 질질 끌고 사람말은 듣지도 않고 게속 다른거 가입하라고 하고 질린다질린 두번다시 lg는 안하는게 맞다,0,기타
2018년 4월 12일,앱이 자꾸 종료되다고 뜨는 이유가 멀까?,0,로딩 속도
2018년 4월 11일,폰파리새끼 잡히면 뒈진다.,0,기타
2018년 4월 14일,비번찾기 다해도 안넘어감 ,0,기타
2018년 4월 4일,시간이 많이걸려 불편하다,0,기타
2018년 4월 7일,맨날 서비스 점검 중이래... 들어가 볼 수는 있는거냐,0,로그인 오류
2018년 4월 1일,접속이 안되잖아 ㅡㅡ,0,접속 오류
2018년 4월 2일,유플러스 요즘 일안하네;;;,0,기타
2018년 4월 14일,데이터주고받기 번호 조회가 안됨,0,접속 오류
2018년 4월 11일,왜 계속 휴대폰 로그 정보 수집 안내에서 오류 나요 들어가지지도 않고,0,기타
2018년 4월 8일,왜 지 혼자 계속 죽어요??,0,기타
2018년 4월 2일,배터리 소모 되네요,0,배터리 소모
2018년 4월 16일,맴버쉽 잠수함 패치 사과도 없이 깔끔하네요!,0,기타
2018년 4월 11일,데이터가 빨랐으면 좋겠어요,0,기타
2018년 4월 6일,밧데리가 급격하게 다운,0,기타
2018년 5월 22일,로그인이 안됨,0,로그인 오류
2018년 4월 1일,이거 어떻게 삭제하는지....,0,접속 오류
2018년 4월 12일,진심쓰레기...어플,0,기타
2018년 4월 13일,한가지라도 잘하고 다른거해라...,0,기타
2018년 4월 3일,유플러스..ㅂㄷㅂㄷ..,0,기타
2018년 4월 2일,잠수함패치 조졋음 나만의톡 교통카드 월1회로 바뀌고 공지도없던게 참신했음,0,기타
2018년 4월 3일,너무늦어,0,기타
2018년 4월 11일,다좋은데 오류좀그만뜨게해요 실행자체를못해서 데이터양도몰라요 좀고쳐주세요,0,기타
2018년 4월 6일,너무복잡합니다,0,기타
2018년 4월 22일,로그인 잘 안되네요,0,로그인 오류
2018년 4월 7일,안 지워지면 무조건 별1개,0,기타
2018년 6월 23일,광고가 너무 많이 뜸...,0,기타
2018년 6월 18일,왜 삭제 되지 못하도록 막아놓은걸까? 이해할수 없다. 이러니 skt를 쓰는것 같다,0,접속 오류
2018년 6월 7일,이거 왜 안지워져요?? 지워지게 해주세요 저장용량 아까워요,0,기타
2018년 6월 22일,와..비디오포털 TV포인트로썻는데 순식간에 유료콘텐츠사용으로 요금나와뿌네 돈 때먹을라고 약팔고 댕기뿌노,0,요금 및 납부
2018년 4월 6일,왜 접속조차 안되는거지? 어제 통신사 옮겼는데 이런곳 처음본다 괜히 바꿨나,0,접속 오류
2018년 9월 20일,다른 분들은 이 앱이 잘 안되나봅니다. 전 다행인지 불행인지 문제없이 잘 인증되네요 ;;,1,
2018년 9월 29일,굿굿 !!^^,1,
2018년 9월 30일,병윈,2,
2018년 9월 28일,좋아요,1,
2018년 9월 4일,개꿀앱,1,
2018년 9월 11일,지금부터 잘쓸께요,1,
2018년 8월 30일,간단 하니까,1,
2018년 8월 29일,좋다,1,
2018년 8월 30일,감사합니다,1,
2018년 9월 4일,굿,1,
2018년 8월 30일,좋은정보많이부탁합니다,1,
2018년 8월 26일,좋아요,1,
2018년 7월 25일,드디어 데이터잔여량을 볼 수 있는 위젯이 생겨서 좋았는데요. 저는 핸드폰 배터리가 빨리 닳아서 항상 절전모드로 사용하거든요. 그런데 이 위젯은 핸드폰이 절전모드이면 데이터 사용량이 실시간으로 바뀌지않는데 어떻게 해야하나요?,2,
2018년 7월 7일,앱은있는데 어디있는지 찾지를못해서 항상 검색해서 보고있지만 그래도 편리합니다 ㅜㅜ,1,
2018년 7월 9일,전에보다 훨씬 편리해졌어요.,1,
2018년 7월 31일,정확히는잘이해할수없지만조금은알수있어좋으네요,1,
2018년 8월 10일,정보에 매우 큰 도움이되네요!,1,
2018년 7월 19일,편리성 간단하게 확인이 용이하도록..,1,
2018년 8월 3일,무료데이터에(GS25)할인도좋아,1,
2018년 7월 6일,좀 그렇네요,2,
2018년 8월 21일,여러모로 편리하게쓰고있어요.,1,
2018년 7월 12일,감사합니다 사랑해요,1,
2018년 8월 21일,좋은거마니줘용,1,
2018년 7월 1일,최고입니다~감사합니다,1,
2018년 9월 3일,편하네요..,1,
2018년 7월 30일,감사해요!!,1,
2018년 8월 16일,좋아여,1,
2018년 7월 7일,편해요,1,
2018년 7월 24일,굿뜨,1,
2018년 7월 17일,최고입다,1,
2018년 9월 16일,굿임돠,1,
2018년 8월 6일,좋아요,1,
2018년 7월 25일,좋아요,1,
2018년 7월 22일,좋아요,1,
2018년 7월 12일,좋아요,1,
2018년 8월 23일,좋다,1,
2018년 9월 13일,굿,1,
2018년 7월 16일,더 써보구요~~^^,2,
2018년 9월 27일,굿잡,1,
2018년 8월 26일,좋네요.,1,
2018년 9월 21일,위젯 사용하면 실시간로딩이 되지않고 데이터로는 로딩불가. 와이파이 사용하고있는거 아니면 얼마나 쓴건지도 알지도 못함 개짜증남,0,로그인 오류
2018년 9월 14일,아니 즉시납부하려고 기껏 정보입력 다하니까 오류만 4번 넘게 뜨고 사람 열받게 만드네요 일 안합니까?웬만해서는 이런 리뷰 안남기는데 짜증나네요 진짜,0,접속 오류
2018년 9월 26일,2배로쿠폰은 왜 한달에 1회밖에 못쓰나요? 데이터 다 소진후에는쿠폰 보유수량만큼 여러번 사용할 수 있도록 수정바랍니다.,0,혜택
2018년 9월 14일,계속 버퍼링 상태고 와이파이든 데이터든..LG U플러스 앱 다 그런듯.. 데이타 주기 하려다 답답해 미치겠네 정말,0,접속 오류
2018년 9월 16일,생년월일을 입력해도 들어갈 수 조차 없어요 들어가지지 않으니 궁금한 점을 해결할 수도 없고 묻고 답 하지도 못해요,0,혜택
2018년 9월 22일,간편로그인은 서버가 원활하지 않다고 안되고 u+아이디도 만들었는데 없다고하면서 로그인안됨 있으면뭐함 쓰질못하는데,0,로그인 오류
2018년 9월 29일,데이터만 개속 돌고 뜨지도 않고 개설 하지도 않고 문제가 만네요,0,접속 오류
2018년 9월 13일,u플러스 개통된 휴대폰만 이용 가능하다면서 간편 로그인이 안되요,0,로그인 오류
2018년 9월 28일,대체 서비스 이용은 언제쯤 원활해지나요? 대체 언제쯤 홈화면을 볼수나 있을지 모르겠네,0,서비스
2018년 9월 13일,회원 가입할라고 하는데 클릭이 안되 첨부터 안되게 하던가 왜 인증 다하고나서 부터 안되는지 똥개 훈련시키나? 제대로 좀 만들어보길,0,요금 및 납부
2018년 9월 17일,폰요금납부 할려는데..서비스 이용이 원할하지 않는다고 계속떠서 납부할수가 없네요ㅜ,0,요금 및 납부
2018년 9월 13일,새벽이 다 되가는데 접속 서용자가 많아 대기중?? 이게 무슨일이래요..;;,0,접속 오류
2018년 9월 25일,간편로그인은 서버가 원활하지않다고 안되고 아이디 만들어도 정보 안나오고 ㅡㅡ 장난하나요? 최악중의최악,0,로그인 오류
2018년 9월 29일,서비스이용이 원활하지않다고 몇년동안 한번도 못쓰고있음,0,서비스
2018년 9월 18일,평일 새벽 5시30분에 접속해도 사용자가 많아서 접속이 원활하지 않다는 구라를 까네.....,0,접속 오류
2018년 9월 18일,접속이 안됨 ㅡㅡ 계속 접속자가 많다고만 ....,0,접속 오류
2018년 9월 13일,저기카드결제할라는데 저만 오류뜨는건가요,0,접속 오류
2018년 9월 13일,앱다운이 안돼어서 지금 아무일도 하질못하고있어요,0,접속 오류
2018년 9월 16일,소비자한테 사기를 치는 악덕기업 U+는 당장 시정조치하라 소비자한태 속도용량걱정없다 무제한이다 라고 속여서 가입을 시켜놓고 실네 사용하는 소비자는 버퍼링에 랙때문에 사용을 못할지경이다!!!,0,서비스
2018년 9월 18일,실행도되지않네요. 어떻게봐야하나요?,0,서비스
2018년 9월 13일,접속오류 지겨움,0,접속 오류
2018년 9월 14일,로그인이 안된다,0,로그인 오류
2018년 9월 13일,작동을 안한다고,0,접속 오류
2018년 9월 28일,너무 복잡해요,0,접속 오류
2018년 9월 26일,앱이 열리지 않습니다,0,접속 오류
2018년 9월 17일,메일에서 명세서가 열리게 해야지 가입을시키네 Lg,0,접속 오류
2018년 9월 29일,대체 언제 원활해짐?,0,접속 오류
2018년 9월 30일,리뷰할려고해도 뭐가 앱이 열려야 하지,0,접속 오류
2018년 9월 28일,너무 어려워요,0,접속 오류
2018년 9월 28일,휴대폰 로그 동의 이것좀 안뜨게 해주세요!! 진짜 한번 했으면 쭉 안떠야지 뭐좀 볼라고 들어가면 뜨고. 수정좀 해주세요!!!,0,로그인 오류
2018년 9월 25일,안열려요,0,접속 오류
2018년 9월 1일,왜 있던 서비스를 없애서 불편하게 하나요? 가족사랑 데이터 줄수 있도록 돌려놓아주세요!! 새앱을 깔든 그냥 고객센터 앱에서 하든 선택권을 줘야지 왜 다른앱을 깔지 않으면 내 권리도 행사하지 못하게 하나요? 게다가 데이터충전소 앱은 핸드폰 번호로 로그인 하려고 하면 없는 고객이라네요. 어이가 없음. 빨리 원래대로 돌려놓으세요!!,0,서비스
2018년 9월 3일,최악. 괜히 업데이트 했음 업데이트후 불편한건 둘째치고 알람이 진동알람으로 안됨 진동이안먹혀서 쉬는시간에 자다가 일을 몇번을 늦을뻔했네요 업데이트 롤백하는법 있나요,0,로그인 오류
2018년 8월 30일,"실시간사용량 반영이 느려요. 그리고, 엉망진창이에요.맞지가 않아요.도저히 도움이 되지 않는 어플이에요!!",0,사용량 조회
2018년 9월 1일,위젯에도 이제 나눠쓰기 데이터와 선물받은 데이터로도 표시가 되는군요~ 이제 선물하기 한번에 1기가 이상만 해주면 최고겠어요!,0,로그인 오류
2018년 9월 19일,위젯만들어달라는 이야기는 유플한테 없는이야기인가봅니다 아 별하나도 아까운데 어찌하지?,0,로그인 오류
2018년 9월 2일,오래쓰면 쓸수록 호갱 되는거임 .. 전 이제서알아서리 ㅜㅜ 무조건 갈아타고 갈아탈겁니다 난바보였어요,0,접속 오류
2018년 9월 9일,정말좋네요 다만 일림이 진동으로 오ㄷ지 않는 것 빼곤요,0,접속 오류
2018년 9월 12일,외국출장중 휴대분실해서 신고차 지인 태블릿으로 어플 설치을하고 아디랑비번찾기을 할수 없어서 여기에 글을 작성합니다 분실신고 할수있는 방법좀 가르처주세여,0,접속 오류
2018년 9월 10일,데이터 2배쿠폰 ㅎㅎ쓰지도 않았는데 다 썻다고 나오는곤 무슨심보,0,혜택
2018년 9월 9일,요급납부 카드결제할려고하는데 오류뜨네요 돈준다는데 뭐하자는거임,0,접속 오류
2018년 9월 7일,프로그램 개발팀에 누가 들어왔는지 최악됨,0,접속 오류
2018년 9월 7일,위젯이 안되요 폰 고장으로 기변했는데 잘 쓰던 위젯이 삼성기계에선 안되고 같이 기변한 아들 엘지폰은 잘 되요 다시 삭제하고 업글해도 안되요 하루 종일 이 위젯이랑 싸움하다 넘 넘 답답하고 짱나서 글 올립니다,0,로그인 오류
2018년 8월 29일,엘지폰만 되는 걸 왜?,0,접속 오류
2018년 8월 31일,태블릿 화면에 맞춰줘요 좀!,0,접속 오류
2018년 9월 10일,접속 자체가 안돼는건 좀 그렇네요,0,접속 오류
2018년 9월 15일,"앱 만드시느라 수고 많으셨을테지만, 서비스 및 인증관련 문제제기를 하겠습니다. 우선 스카이프나 해외번호로 전화할 수 있는 고객센터 번호를 알려주시면 해결될 듯 합니다. 저의 문제는 해외거주 및 해외로밍 고객들에게 해당하는 문제입니다. 홈페이지 회원가입을 하려해도 인증이 불가하고 고객센터 연락을 해도 인증이 안된다고 하고.. 문제제기를 할 수 있는 통로를 모두 차단해버리셔서 글을 남깁니다. 저는 해외서 거주하므로 한국앱이나 사이트를 접속하려면 공인인증시 한국 번호가 항상 필요하였습니다. 그래서 몇 개월 전 일시정지시켰던 한국번호를 제일저렴한 해외로밍서비스로 전환하여 요금을 납부하고 있습니다. 요금제 안내를 받을 당시 한국번호를 켜서 문자를 하나라도 확인하면 요금이 나가고, 사용하지 않으면 요금납부가 되지 않는다 들었는데, 사용하지 않았음에도 불구하고 월 이용료가 2-3만원대로 들쑥날쑥하게 매 월 요금이 빠져나갑니다. 그리고 한국번호를 사용하려고 1개월 전 한국심카드를 교체하여 폰전원을 켰지만 네트워크 검색이 불가라며 연결이 되지 않아서, 현재 제가 거주하는 국가의 인터넷 상태가 좋지 않아서 운이 없게도 연경이 안되나보다 말았는데, 오늘도 동일하게 연결이 되지 않으니 너무나 속상합니다. 또한 이 문제를 해결하기 위해 인터넷에서 검색된 1544 0010(유로) 고객센터로 연락하려고 하니, 인증이 되지 않는 번호로 전화를 해서 상담을 못 받는다고 하고 귀사의 홈페이지 사이트에 가입하려고 하니 폰인증이 필요하네요. 이를 어쩌나 어쩌나..... 답답한 저만 발을 구르고 가슴앓이만 하게 됩니다. 조치를 취해주시기 바랍니다. 제발... 해외휴대폰번호 및 스카이프로 연락을 할 수 있는 고객센터번호라도 좀 알려주세요",0,요금 및 납부
2018년 9월 10일,혜택 알기쉽게 고객입장의 관점에서 만들어 주세요,0,접속 오류
2018년 9월 7일,접속 안되요 !,0,접속 오류
2018년 8월 30일,접속이안됨,0,접속 오류
2018년 9월 2일,접속이 안됨,0,접속 오류
2018년 9월 11일,"부가서비스 가입,해지가 제대로 되지가 않네요",0,접속 오류
2018년 9월 27일,제대로 만드세요.,0,접속 오류
2018년 8월 27일,위젯 정보 자동 업데이트해주는 기능넣는게 그렇게 힘드냐? 그리고 데이터 다쓰면 일간 무료제공 데이터 얼마남았나도 위젯에서 보여주면 좀좋아? sk쓸때는 다 되던건데 에휴,0,로그인 오류
2018년 8월 28일,신용카드로 요금 결제중에 자동이체로 바꾸려고 해도 공인인증서 비밀번호 입력하면 꺼지고 부가서비스 해지하려고 해도 어디서 하는지 모르겠고 u봇에 물어보면 가입되지 않았다고 하고 이용중인 서비스에는 나와있고 누구 쓰라고 만든 앱인지 모르겠음,0,서비스
2018년 9월 1일,왜군정지가 안되고 계속 인터넷오류가뜨죠? 출타나갈때마다;;돈이나가네요,0,요금 및 납부
2018년 8월 26일,이건 뭐 쓰라고 만든건지....할때마다 지금은 접속이불가능하다고 뜨네요.,0,접속 오류
2018년 8월 25일,업그레이드하고서 해당 앱을 열 수가 없다며 안열려요. 왜 그런건가요?,0,로그인 오류
2018년 8월 24일,뭐를 찾을라면 몇분동안찾고 봇은 이야기해도 알아듣지못하고 내가이용중인서비스 들어가도 다안나오고 매우불편합니다,0,서비스
2018년 8월 29일,U+서비스 수준이 넷마블보다 못함. 넷마블은 로그인이라도 잘 되지...,0,로그인 오류
2018년 8월 28일,앱 실행이 안되서 사용 못하고 있는데 왜 이렇게 오류가 계속 나는건지 ....,0,서비스
2018년 8월 28일,kt 에서 넘어왔는데 kt 보다 더 최악임,0,접속 오류
2018년 8월 22일,이딴 쓰레기 어플이 좋다는 새끼들은 알바새끼들이냐 ㅉㅉ,0,접속 오류
2018년 8월 23일,홈cctv어플 홈보이에서 되게해주세요,0,접속 오류
2018년 8월 27일,유플러스 고객센터가 업데이트 된 이후로 몇일 전부터 안 들어가지네요,0,접속 오류
2018년 8월 22일,접속자체가안되네요 데이터무제한인데,0,접속 오류
2018년 8월 23일,데이터 2배쿠폰 사용했는데 데이터는 0남음,0,혜택
2018년 8월 28일,로그인할때 생년월일입력조차 안되는데 어떻게이용하라는거?,0,로그인 오류
2018년 8월 25일,걍 극혐,0,접속 오류
2018년 7월 23일,개통하고 하루지났는데 모빌 리언스에서 결제가 86만원 어쩌고 저쩌고 문자가와서 어떻게 된건지 알아볼려고 고객센터 앱을 열어볼려니 업뎃을 하라고합니다.업뎃을 아무리 시도해도 ㅇ닙뎃은 되지않습니다.정확히 요금제가 얼마짤인지 데이터 무제한은 맞는지 86만원은 또 무언지 알아야겠어니 빨리정상화하시오,0,서비스
2018년 7월 27일,사진. 노래를 마음껏 저장하고 다시 보고 듣고하니너무 너무좋습니다. 근데 몇일전에 앱을 잘 못 눌러 앱이삭제되어 즐거윘던 순간이 모두 날아가버렸습니다. 다시 복원하고 싶은데 방법이 없어요?,0,요금 및 납부
2018년 7월 9일,처음에가입할때.데이터무제한이라고하더니.지금와선테이터초과라고하는것은잘못된거고.소비자를기망하는것이라생각듭니다.추가요금,0,서비스
2018년 7월 6일,"실시간 잔여량,휴대폰 사용량이 안보이는데 요금제마다 보여지고 안보여지고 하나요?차별하는것도 아니고 이럴거면 왜 이렇게 만들었는지ㅡㅡ",0,사용량 조회
2018년 7월 9일,아니 돈받기 싫어요? 거 입금방법 변경하는데 몇달째 오류난다고 못바꾸고있는데 정말 일일이 입금하기도 귀찮고 안쓰는 계좌라 좀 바꾸려는데 대체 정말 진짜 제발 왜그러는데요,0,접속 오류
2018년 8월 20일,아니 왜 요금을 납부했는데도 몇달째 미납요금만 주구장창 보여집니까? 미납 요금만 보여지니 요금이 확인이 안돼고 헷갈리기만 하네요. 쫌 잘났다 광고만 해다지말고 이러오류 하나하나 잘 파악해서 고쳐주길 바랍니다.,0,요금 및 납부
2018년 7월 12일,인터넷 홈페이지에선 로그인되는데 앱에선 안되네ㅋㅋㅋㅋㅋㅋㅋ 심지어 홈페이지에선 요금납부조회도 안되곸ㅋㅋㅋ 유플러스 실화냐... 때려치고 skt나 kt로 갈아탄다 ^^ 30분째 요금납부 확인 할라고 발악했네,0,요금 및 납부
2018년 7월 6일,왜 데이터 일반은 실시간사용 조회가 안되게 바꾸셨나요 내돈내고 쓰는 요금은 다 똑같은데 왜 제일 낮은요금쓰면 실시간 조회 서비스를 중단시킨건지 너무 궁금하네요,0,혜택
2018년 7월 20일,뭔 로딩이 1분이 넘어가요 기다리고 기다리다 짜증나서 끄고 나중에 다시접속해도 매한가지네 아 ㅡㅡ V20인데 이런앱이 버벅일꺼라곤 생각안합니다.,0,서비스
2018년 7월 6일,왜 실시간 사용량 조회가 안되나요 ㅡㅡ 얼마나 남았는지 알아야 할거 아니에용.. 다 조회하게 바꿔주세요 ㅡㅡ 뭐하는거야;;,0,사용량 조회
2018년 7월 21일,원활하지않아 들어가지지도 않아 삭제도 안돼 재다운도 안돼 폰을 바꿔야하나..ㅎㅎ,0,요금 및 납부
2018년 7월 29일,간편 로그인으로 생년월일 입력하면 서비스 이용이 원활하지 않다고 계속 뜨고 아이디로 로그인하면 계정정보가 없다고 떠요;;앱말고 그냥 인터넷에 쳐서 고객센터 들어가면 로그인 잘만 되는데 또 다른 기능은 못 쓰고요 왜그런지 모르겠음ㅠ,0,로그인 오류
2018년 7월 5일,로딩만하고 계속 안되네요.. 업데이트도 다했는데 왜그런거죠? 갤럭시s8 사용중입니다.,0,로그인 오류
2018년 7월 30일,왜자꾸 들어가서 생년월일만 입력하면 팅기는거죠? 상당히 짜증나네요. 저는 이런것도 이용못하고.. 갤럭시s8입니다,0,혜택
2018년 8월 14일,고객센터에 유플샾에서 노트9 사전예약하려하는데 뭐가되야하죠ㅠ 예약신청은되고 가입신청서작성하려는데 적용은 눌러지지도않고 겨우넘어가서 주소적는데 거기서 오류나서 주소변경도안되고.아..,0,접속 오류
2018년 7월 6일,데이터실시간사용량 왜안뜹니까?얼마나썼는지 확인안되고 실시간사용량보기누르면 요금제바꾸기가 뜹니다.,0,사용량 조회
2018년 7월 6일,잘쓰고있었는데 갑자기 데이터 사용량이안보이네요 스페이셜A를 쓰는데 안보이게하면 어쩌라는 겁니까,0,사용량 조회
2018년 7월 6일,실시간 사용량 조회가 됬다가 지금은 안되네요 낮은 요금제 쓴다고 잔여량 조회 대상이 아니라고 하는데 낮은 요금제 쓰는 사람은 고객도 아니라는 건가요..,0,사용량 조회
